,prop,lambda,theta,sample,sample_avg,acc_mhs
374,normal_dep,7000.0,0.0001,4,0.15087463179186156,0.20580623199642245
375,normal_dep,7000.0,0.001,0,0.09184424985100856,0.09514460860107274
376,normal_dep,7000.0,0.001,1,0.09184424985100856,0.08266813910842018
377,normal_dep,7000.0,0.001,2,0.09184424985100856,0.11448095521100428
378,normal_dep,7000.0,0.001,3,0.09184424985100856,0.11543613082599424
379,normal_dep,7000.0,0.001,4,0.09184424985100856,0.05149141550855138
380,normal_dep,7000.0,0.01,0,0.06388319513501194,0.05856206315248553
381,normal_dep,7000.0,0.01,1,0.06388319513501194,0.04661644595278675
382,normal_dep,7000.0,0.01,2,0.06388319513501194,0.08642937992003945
383,normal_dep,7000.0,0.01,3,0.06388319513501194,0.07536808863888475
384,normal_dep,7000.0,0.01,4,0.06388319513501194,0.052439998010863256
385,normal_dep,7000.0,0.1,0,0.07626523348186909,0.04590316126532283
386,normal_dep,7000.0,0.1,1,0.07626523348186909,0.08702407335981445
387,normal_dep,7000.0,0.1,2,0.07626523348186909,0.10591772088168275
388,normal_dep,7000.0,0.1,3,0.07626523348186909,0.062439692637605806
389,normal_dep,7000.0,0.1,4,0.07626523348186909,0.08004151926491956
390,normal_dep,7000.0,1.0,0,0.0716685335285148,0.03683955337642355
391,normal_dep,7000.0,1.0,1,0.0716685335285148,0.1253467071697939
392,normal_dep,7000.0,1.0,2,0.0716685335285148,0.10664385566625913
393,normal_dep,7000.0,1.0,3,0.0716685335285148,0.03905793336902996
394,normal_dep,7000.0,1.0,4,0.0716685335285148,0.05045461806106745
395,normal_dep,7000.0,10.0,0,0.06153591018654279,0.05928737235558369
396,normal_dep,7000.0,10.0,1,0.06153591018654279,0.0678804644415651
397,normal_dep,7000.0,10.0,2,0.06153591018654279,0.056438375320579146
398,normal_dep,7000.0,10.0,3,0.06153591018654279,0.07324375747611431
399,normal_dep,7000.0,10.0,4,0.06153591018654279,0.050829581338871735
400,normal_dep,8000.0,1e-06,0,0.1618329823569223,0.13919700590271827
401,normal_dep,8000.0,1e-06,1,0.1618329823569223,0.18461784975576725
402,normal_dep,8000.0,1e-06,2,0.1618329823569223,0.1677727308430112
403,normal_dep,8000.0,1e-06,3,0.1618329823569223,0.1710700440754754
404,normal_dep,8000.0,1e-06,4,0.1618329823569223,0.1465072812076394
405,normal_dep,8000.0,1e-05,0,0.1471115955054704,0.11410509947055206
406,normal_dep,8000.0,1e-05,1,0.1471115955054704,0.14492967889112293
407,normal_dep,8000.0,1e-05,2,0.1471115955054704,0.1803093852291518
408,normal_dep,8000.0,1e-05,3,0.1471115955054704,0.15574492240603174
409,normal_dep,8000.0,1e-05,4,0.1471115955054704,0.14046889153049344
410,normal_dep,8000.0,0.0001,0,0.1376227428477772,0.14980907991071107
411,normal_dep,8000.0,0.0001,1,0.1376227428477772,0.1861277059468865
412,normal_dep,8000.0,0.0001,2,0.1376227428477772,0.10197460731840581
413,normal_dep,8000.0,0.0001,3,0.1376227428477772,0.12802938041425194
414,normal_dep,8000.0,0.0001,4,0.1376227428477772,0.1221729406486307
415,normal_dep,8000.0,0.001,0,0.09450905159480723,0.0643931410061089
416,normal_dep,8000.0,0.001,1,0.09450905159480723,0.11577597315383799
417,normal_dep,8000.0,0.001,2,0.09450905159480723,0.1024859308148252
418,normal_dep,8000.0,0.001,3,0.09450905159480723,0.09909871627561846
419,normal_dep,8000.0,0.001,4,0.09450905159480723,0.09079149672364553
420,normal_dep,8000.0,0.01,0,0.05619060467575025,0.041364131287411725
421,normal_dep,8000.0,0.01,1,0.05619060467575025,0.034067141769782955
422,normal_dep,8000.0,0.01,2,0.05619060467575025,0.0805024242259977
423,normal_dep,8000.0,0.01,3,0.05619060467575025,0.05706507375044925
424,normal_dep,8000.0,0.01,4,0.05619060467575025,0.06795425234510964
425,normal_dep,8000.0,0.1,0,0.05951068222535805,0.08998078903137699
426,normal_dep,8000.0,0.1,1,0.05951068222535805,0.04244890961405814
427,normal_dep,8000.0,0.1,2,0.05951068222535805,0.05565158971196923
428,normal_dep,8000.0,0.1,3,0.05951068222535805,0.05103737170038023
429,normal_dep,8000.0,0.1,4,0.05951068222535805,0.05843475106900563
430,normal_dep,8000.0,1.0,0,0.09970538935664337,0.11579138782861194
431,normal_dep,8000.0,1.0,1,0.09970538935664337,0.1280077019386835
432,normal_dep,8000.0,1.0,2,0.09970538935664337,0.15435988737778034
433,normal_dep,8000.0,1.0,3,0.09970538935664337,0.06355971608593433
434,normal_dep,8000.0,1.0,4,0.09970538935664337,0.036808253552206766
435,normal_dep,8000.0,10.0,0,0.07419708099352404,0.059072924637817686
436,normal_dep,8000.0,10.0,1,0.07419708099352404,0.07127804488498464
437,normal_dep,8000.0,10.0,2,0.07419708099352404,0.09220576435996655
438,normal_dep,8000.0,10.0,3,0.07419708099352404,0.08989122127040472
439,normal_dep,8000.0,10.0,4,0.07419708099352404,0.05853744981444667
440,normal_dep,9000.0,1e-06,0,0.17273267741597134,0.257769936714441
441,normal_dep,9000.0,1e-06,1,0.17273267741597134,0.1394511072553387
442,normal_dep,9000.0,1e-06,2,0.17273267741597134,0.13374012497977447
443,normal_dep,9000.0,1e-06,3,0.17273267741597134,0.1688653732107852
444,normal_dep,9000.0,1e-06,4,0.17273267741597134,0.16383684491951736
445,normal_dep,9000.0,1e-05,0,0.12401070666948899,0.1533435640693489
446,normal_dep,9000.0,1e-05,1,0.12401070666948899,0.1274985451899549
447,normal_dep,9000.0,1e-05,2,0.12401070666948899,0.1140697782994776
448,normal_dep,9000.0,1e-05,3,0.12401070666948899,0.10502533718135001
449,normal_dep,9000.0,1e-05,4,0.12401070666948899,0.12011630860731345
450,normal_dep,9000.0,0.0001,0,0.12019222659699211,0.09114873506018979
451,normal_dep,9000.0,0.0001,1,0.12019222659699211,0.14449660839860912
452,normal_dep,9000.0,0.0001,2,0.12019222659699211,0.0788684122597029
453,normal_dep,9000.0,0.0001,3,0.12019222659699211,0.168456957821788
454,normal_dep,9000.0,0.0001,4,0.12019222659699211,0.11799041944467079
455,normal_dep,9000.0,0.001,0,0.09198927599869798,0.12659023661289193
456,normal_dep,9000.0,0.001,1,0.09198927599869798,0.06923351774551165
457,normal_dep,9000.0,0.001,2,0.09198927599869798,0.047028019769620906
458,normal_dep,9000.0,0.001,3,0.09198927599869798,0.11032069637324729
459,normal_dep,9000.0,0.001,4,0.09198927599869798,0.10677390949221817
460,normal_dep,9000.0,0.01,0,0.08683433628688086,0.08148292411921987
461,normal_dep,9000.0,0.01,1,0.08683433628688086,0.12291629033257238
462,normal_dep,9000.0,0.01,2,0.08683433628688086,0.06504588610949989
463,normal_dep,9000.0,0.01,3,0.08683433628688086,0.054851731392411805
464,normal_dep,9000.0,0.01,4,0.08683433628688086,0.10987484948070035
465,normal_dep,9000.0,0.1,0,0.06006537066336143,0.08116609504977285
466,normal_dep,9000.0,0.1,1,0.06006537066336143,0.049525837109385705
467,normal_dep,9000.0,0.1,2,0.06006537066336143,0.06985806234294395
468,normal_dep,9000.0,0.1,3,0.06006537066336143,0.051499479094831005
469,normal_dep,9000.0,0.1,4,0.06006537066336143,0.0482773797198736
470,normal_dep,9000.0,1.0,0,0.08757630903648242,0.1005629226645923
471,normal_dep,9000.0,1.0,1,0.08757630903648242,0.055517704951315576
472,normal_dep,9000.0,1.0,2,0.08757630903648242,0.10119317148566119
473,normal_dep,9000.0,1.0,3,0.08757630903648242,0.07664120135770534
474,normal_dep,9000.0,1.0,4,0.08757630903648242,0.10396654472313771
475,normal_dep,9000.0,10.0,0,0.0673913296437871,0.058239845231306174
476,normal_dep,9000.0,10.0,1,0.0673913296437871,0.055858241316660236
477,normal_dep,9000.0,10.0,2,0.0673913296437871,0.055953707900931814
478,normal_dep,9000.0,10.0,3,0.0673913296437871,0.08192725981135174
479,normal_dep,9000.0,10.0,4,0.0673913296437871,0.08497759395868558
480,normal_dep,10000.0,1e-06,0,0.1363451113858609,0.20215488063463094
481,normal_dep,10000.0,1e-06,1,0.1363451113858609,0.15337774875916427
482,normal_dep,10000.0,1e-06,2,0.1363451113858609,0.08537188288678495
483,normal_dep,10000.0,1e-06,3,0.1363451113858609,0.10715112019318399
484,normal_dep,10000.0,1e-06,4,0.1363451113858609,0.13366992445554038
485,normal_dep,10000.0,1e-05,0,0.1625306731100849,0.15271574993751388
486,normal_dep,10000.0,1e-05,1,0.1625306731100849,0.18184582852125555
487,normal_dep,10000.0,1e-05,2,0.1625306731100849,0.13069096533993826
488,normal_dep,10000.0,1e-05,3,0.1625306731100849,0.17734020856616894
489,normal_dep,10000.0,1e-05,4,0.1625306731100849,0.17006061318554785
490,normal_dep,10000.0,0.0001,0,0.11869019098522877,0.10726324424522508
491,normal_dep,10000.0,0.0001,1,0.11869019098522877,0.12730866599509266
492,normal_dep,10000.0,0.0001,2,0.11869019098522877,0.13795034860481734
493,normal_dep,10000.0,0.0001,3,0.11869019098522877,0.07677287262394429
494,normal_dep,10000.0,0.0001,4,0.11869019098522877,0.14415582345706446
495,normal_dep,10000.0,0.001,0,0.0863626646651903,0.06302715448414775
496,normal_dep,10000.0,0.001,1,0.0863626646651903,0.06935037254514988
497,normal_dep,10000.0,0.001,2,0.0863626646651903,0.07540932679413845
498,normal_dep,10000.0,0.001,3,0.0863626646651903,0.1429246762604227
499,normal_dep,10000.0,0.001,4,0.0863626646651903,0.08110179324209273
500,normal_dep,10000.0,0.01,0,0.06602802502855536,0.061081215404774444
501,normal_dep,10000.0,0.01,1,0.06602802502855536,0.03561259279882763
502,normal_dep,10000.0,0.01,2,0.06602802502855536,0.05794254158939204
503,normal_dep,10000.0,0.01,3,0.06602802502855536,0.06730247386635248
504,normal_dep,10000.0,0.01,4,0.06602802502855536,0.10820130148343018
505,normal_dep,10000.0,0.1,0,0.07271813192777121,0.05886084903154382
506,normal_dep,10000.0,0.1,1,0.07271813192777121,0.04541382224993274
507,normal_dep,10000.0,0.1,2,0.07271813192777121,0.09688461263400487
508,normal_dep,10000.0,0.1,3,0.07271813192777121,0.08070573329631534
509,normal_dep,10000.0,0.1,4,0.07271813192777121,0.08172564242705926
510,normal_dep,10000.0,1.0,0,0.08943852817045207,0.04213662520533705
511,normal_dep,10000.0,1.0,1,0.08943852817045207,0.06402490162456755
512,normal_dep,10000.0,1.0,2,0.08943852817045207,0.06621686443990547
513,normal_dep,10000.0,1.0,3,0.08943852817045207,0.16677611662016298
514,normal_dep,10000.0,1.0,4,0.08943852817045207,0.10803813296228731
515,normal_dep,10000.0,10.0,0,0.07565883473607153,0.08715488483772292
516,normal_dep,10000.0,10.0,1,0.07565883473607153,0.04364853469039307
517,normal_dep,10000.0,10.0,2,0.07565883473607153,0.06889618737376725
518,normal_dep,10000.0,10.0,3,0.07565883473607153,0.04224676316761541
519,normal_dep,10000.0,10.0,4,0.07565883473607153,0.13634780361085896
520,normal_dep,20000.0,1e-06,0,0.09011358429847585,0.12926080561897166
521,normal_dep,20000.0,1e-06,1,0.09011358429847585,0.06594473911696246
522,normal_dep,20000.0,1e-06,2,0.09011358429847585,0.1019056773345492
523,normal_dep,20000.0,1e-06,3,0.09011358429847585,0.06792274510146336
524,normal_dep,20000.0,1e-06,4,0.09011358429847585,0.08553395432043259
525,normal_dep,20000.0,1e-05,0,0.10120194272441752,0.11084739453966852
526,normal_dep,20000.0,1e-05,1,0.10120194272441752,0.08633171837622675
527,normal_dep,20000.0,1e-05,2,0.10120194272441752,0.07538412225575268
528,normal_dep,20000.0,1e-05,3,0.10120194272441752,0.15494903096702012
529,normal_dep,20000.0,1e-05,4,0.10120194272441752,0.07849744748341952
530,normal_dep,20000.0,0.0001,0,0.10009863261835608,0.06678136338477897
531,normal_dep,20000.0,0.0001,1,0.10009863261835608,0.09703415632490274
532,normal_dep,20000.0,0.0001,2,0.10009863261835608,0.14076588336865498
533,normal_dep,20000.0,0.0001,3,0.10009863261835608,0.09043907876972446
534,normal_dep,20000.0,0.0001,4,0.10009863261835608,0.1054726812437192
535,normal_dep,20000.0,0.001,0,0.07693067831421962,0.07558599916681341
536,normal_dep,20000.0,0.001,1,0.07693067831421962,0.09681023578708094
537,normal_dep,20000.0,0.001,2,0.07693067831421962,0.08617394780932151
538,normal_dep,20000.0,0.001,3,0.07693067831421962,0.07581116886704888
539,normal_dep,20000.0,0.001,4,0.07693067831421962,0.05027203994083341
540,normal_dep,20000.0,0.01,0,0.06490815876524605,0.08383600280167848
541,normal_dep,20000.0,0.01,1,0.06490815876524605,0.07390200039956812
542,normal_dep,20000.0,0.01,2,0.06490815876524605,0.04317511534439873
543,normal_dep,20000.0,0.01,3,0.06490815876524605,0.0832276177786416
544,normal_dep,20000.0,0.01,4,0.06490815876524605,0.04040005750194332
545,normal_dep,20000.0,0.1,0,0.06912871345610669,0.10312547105787857
546,normal_dep,20000.0,0.1,1,0.06912871345610669,0.07782977726323288
547,normal_dep,20000.0,0.1,2,0.06912871345610669,0.043950769215081203
548,normal_dep,20000.0,0.1,3,0.06912871345610669,0.05212617428050416
549,normal_dep,20000.0,0.1,4,0.06912871345610669,0.06861137546383668
550,normal_dep,20000.0,1.0,0,0.06076926842924722,0.0635556506408265
551,normal_dep,20000.0,1.0,1,0.06076926842924722,0.058200255576096926
552,normal_dep,20000.0,1.0,2,0.06076926842924722,0.057839714870384196
553,normal_dep,20000.0,1.0,3,0.06076926842924722,0.0750666670302099
554,normal_dep,20000.0,1.0,4,0.06076926842924722,0.0491840540287186
555,normal_dep,20000.0,10.0,0,0.07228341525387995,0.04580265695285621
556,normal_dep,20000.0,10.0,1,0.07228341525387995,0.04909226642375557
557,normal_dep,20000.0,10.0,2,0.07228341525387995,0.06394630749253538
558,normal_dep,20000.0,10.0,3,0.07228341525387995,0.09104784870759934
559,normal_dep,20000.0,10.0,4,0.07228341525387995,0.11152799669265324
560,normal_dep,100000.0,1e-06,0,0.06077629780486006,0.106889243068442
561,normal_dep,100000.0,1e-06,1,0.06077629780486006,0.04421825891385668
562,normal_dep,100000.0,1e-06,2,0.06077629780486006,0.044548770817179055
563,normal_dep,100000.0,1e-06,3,0.06077629780486006,0.05445735472773641
564,normal_dep,100000.0,1e-06,4,0.06077629780486006,0.05376786149708618
565,normal_dep,100000.0,1e-05,0,0.08720413031911947,0.12055918721011841
566,normal_dep,100000.0,1e-05,1,0.08720413031911947,0.10654624801963605
567,normal_dep,100000.0,1e-05,2,0.08720413031911947,0.1056573149958315
568,normal_dep,100000.0,1e-05,3,0.08720413031911947,0.05603669910504624
569,normal_dep,100000.0,1e-05,4,0.08720413031911947,0.047221202264965186
570,normal_dep,100000.0,0.0001,0,0.09341868453661155,0.18232650612058884
571,normal_dep,100000.0,0.0001,1,0.09341868453661155,0.08970864559034153
572,normal_dep,100000.0,0.0001,2,0.09341868453661155,0.07306207168142825
573,normal_dep,100000.0,0.0001,3,0.09341868453661155,0.05244612602884119
574,normal_dep,100000.0,0.0001,4,0.09341868453661155,0.06955007326185789
575,normal_dep,100000.0,0.001,0,0.07984933830459665,0.06981217970696364
576,normal_dep,100000.0,0.001,1,0.07984933830459665,0.049130082697700125
577,normal_dep,100000.0,0.001,2,0.07984933830459665,0.08977448799233022
578,normal_dep,100000.0,0.001,3,0.07984933830459665,0.08956213354501634
579,normal_dep,100000.0,0.001,4,0.07984933830459665,0.1009678075809729
580,normal_dep,100000.0,0.01,0,0.08350822582390896,0.052841682108519084
581,normal_dep,100000.0,0.01,1,0.08350822582390896,0.12184588628160907
582,normal_dep,100000.0,0.01,2,0.08350822582390896,0.09384134711798035
583,normal_dep,100000.0,0.01,3,0.08350822582390896,0.07761807340886533
584,normal_dep,100000.0,0.01,4,0.08350822582390896,0.07139414020257091
585,normal_dep,100000.0,0.1,0,0.07153988334875139,0.1043546784671845
586,normal_dep,100000.0,0.1,1,0.07153988334875139,0.09427871466444578
587,normal_dep,100000.0,0.1,2,0.07153988334875139,0.048514864414651776
588,normal_dep,100000.0,0.1,3,0.07153988334875139,0.04415055810750275
589,normal_dep,100000.0,0.1,4,0.07153988334875139,0.06640060108997214
590,normal_dep,100000.0,1.0,0,0.08226206964369454,0.12071987668557557
591,normal_dep,100000.0,1.0,1,0.08226206964369454,0.07796647162892435
592,normal_dep,100000.0,1.0,2,0.08226206964369454,0.08183882172322296
593,normal_dep,100000.0,1.0,3,0.08226206964369454,0.06595495217518689
594,normal_dep,100000.0,1.0,4,0.08226206964369454,0.06483022600556289
595,normal_dep,100000.0,10.0,0,0.09312136366355284,0.12642006790847607
596,normal_dep,100000.0,10.0,1,0.09312136366355284,0.1528273714875182
597,normal_dep,100000.0,10.0,2,0.09312136366355284,0.049704219511091496
598,normal_dep,100000.0,10.0,3,0.09312136366355284,0.06351866964569722
599,normal_dep,100000.0,10.0,4,0.09312136366355284,0.07313648976498123
600,exp_dep,10.0,1e-06,0,0.7258497167677037,0.6774156879927697
601,exp_dep,10.0,1e-06,1,0.7258497167677037,0.6106706335346629
602,exp_dep,10.0,1e-06,2,0.7258497167677037,0.5547803052277348
603,exp_dep,10.0,1e-06,3,0.7258497167677037,0.71867806601513
604,exp_dep,10.0,1e-06,4,0.7258497167677037,1.0677038910682213
605,exp_dep,10.0,1e-05,0,0.7869268697479267,0.5377438413184767
606,exp_dep,10.0,1e-05,1,0.7869268697479267,0.9976337281049793
607,exp_dep,10.0,1e-05,2,0.7869268697479267,0.6598826975690006
608,exp_dep,10.0,1e-05,3,0.7869268697479267,0.5704185821150652
609,exp_dep,10.0,1e-05,4,0.7869268697479267,1.1689554996321119
610,exp_dep,10.0,0.0001,0,0.643961611776463,0.625825279805257
611,exp_dep,10.0,0.0001,1,0.643961611776463,0.5567461043912572
612,exp_dep,10.0,0.0001,2,0.643961611776463,0.7897911344744366
613,exp_dep,10.0,0.0001,3,0.643961611776463,0.563364270075652
614,exp_dep,10.0,0.0001,4,0.643961611776463,0.6840812701357127
615,exp_dep,10.0,0.001,0,0.5369134561161857,0.4692693459318377
616,exp_dep,10.0,0.001,1,0.5369134561161857,0.5822760818234217
617,exp_dep,10.0,0.001,2,0.5369134561161857,0.5946125384985353
618,exp_dep,10.0,0.001,3,0.5369134561161857,0.4832858335041684
619,exp_dep,10.0,0.001,4,0.5369134561161857,0.5551234808229654
620,exp_dep,10.0,0.01,0,0.5482503236011602,0.5934063770687009
621,exp_dep,10.0,0.01,1,0.5482503236011602,0.6135236194711857
622,exp_dep,10.0,0.01,2,0.5482503236011602,0.5182915062690561
623,exp_dep,10.0,0.01,3,0.5482503236011602,0.5070913304789247
624,exp_dep,10.0,0.01,4,0.5482503236011602,0.5089387847179339
625,exp_dep,10.0,0.1,0,0.5168162078238209,0.5095415914037541
626,exp_dep,10.0,0.1,1,0.5168162078238209,0.519380305496501
627,exp_dep,10.0,0.1,2,0.5168162078238209,0.5181084520204565
628,exp_dep,10.0,0.1,3,0.5168162078238209,0.48859310015563173
629,exp_dep,10.0,0.1,4,0.5168162078238209,0.5484575900427607
630,exp_dep,10.0,1.0,0,0.5006900165025441,0.5223669054749526
631,exp_dep,10.0,1.0,1,0.5006900165025441,0.5024777219316953
632,exp_dep,10.0,1.0,2,0.5006900165025441,0.511528875718477
633,exp_dep,10.0,1.0,3,0.5006900165025441,0.5038395875134709
634,exp_dep,10.0,1.0,4,0.5006900165025441,0.4632369918741242
635,exp_dep,10.0,10.0,0,0.5209772128362883,0.5388600593354347
636,exp_dep,10.0,10.0,1,0.5209772128362883,0.45969093264472066
637,exp_dep,10.0,10.0,2,0.5209772128362883,0.5169190965712438
638,exp_dep,10.0,10.0,3,0.5209772128362883,0.5706331656449801
639,exp_dep,10.0,10.0,4,0.5209772128362883,0.5187828099850624
640,exp_dep,100.0,1e-06,0,0.7189371352612024,0.8794623285457753
641,exp_dep,100.0,1e-06,1,0.7189371352612024,0.8386102599915519
642,exp_dep,100.0,1e-06,2,0.7189371352612024,0.706730749517774
643,exp_dep,100.0,1e-06,3,0.7189371352612024,0.6059038582025547
644,exp_dep,100.0,1e-06,4,0.7189371352612024,0.5639784800483563
645,exp_dep,100.0,1e-05,0,0.6141842993606529,0.5475357077009739
646,exp_dep,100.0,1e-05,1,0.6141842993606529,0.5129529446170169
647,exp_dep,100.0,1e-05,2,0.6141842993606529,0.48060877530400853
648,exp_dep,100.0,1e-05,3,0.6141842993606529,0.8100805420348886
649,exp_dep,100.0,1e-05,4,0.6141842993606529,0.7197435271463768
650,exp_dep,100.0,0.0001,0,0.5209497912193188,0.5258396903548221
651,exp_dep,100.0,0.0001,1,0.5209497912193188,0.5289882186207913
652,exp_dep,100.0,0.0001,2,0.5209497912193188,0.5292313815605123
653,exp_dep,100.0,0.0001,3,0.5209497912193188,0.463285514488997
654,exp_dep,100.0,0.0001,4,0.5209497912193188,0.5574041510714715
655,exp_dep,100.0,0.001,0,0.540515072758734,0.5014163333225021
656,exp_dep,100.0,0.001,1,0.540515072758734,0.5054846856113618
657,exp_dep,100.0,0.001,2,0.540515072758734,0.48372304351554807
658,exp_dep,100.0,0.001,3,0.540515072758734,0.7912138485357663
659,exp_dep,100.0,0.001,4,0.540515072758734,0.4207374528084915
660,exp_dep,100.0,0.01,0,0.5002972870255158,0.55085724964433
661,exp_dep,100.0,0.01,1,0.5002972870255158,0.4804802227432971
662,exp_dep,100.0,0.01,2,0.5002972870255158,0.5065629911403516
663,exp_dep,100.0,0.01,3,0.5002972870255158,0.49766594634341255
664,exp_dep,100.0,0.01,4,0.5002972870255158,0.46592002525618753
665,exp_dep,100.0,0.1,0,0.535401776277009,0.4782607530093993
666,exp_dep,100.0,0.1,1,0.535401776277009,0.37406854179945803
667,exp_dep,100.0,0.1,2,0.535401776277009,0.6597485921671002
668,exp_dep,100.0,0.1,3,0.535401776277009,0.6355179978229508
669,exp_dep,100.0,0.1,4,0.535401776277009,0.5294129965861366
670,exp_dep,100.0,1.0,0,0.4125735496744912,0.43448265075310905
671,exp_dep,100.0,1.0,1,0.4125735496744912,0.5109821144356732
672,exp_dep,100.0,1.0,2,0.4125735496744912,0.3158734396990428
673,exp_dep,100.0,1.0,3,0.4125735496744912,0.338005637408519
674,exp_dep,100.0,1.0,4,0.4125735496744912,0.46352390607611227
675,exp_dep,100.0,10.0,0,0.43426502735438166,0.5945393654349186
676,exp_dep,100.0,10.0,1,0.43426502735438166,0.31153300066681794
677,exp_dep,100.0,10.0,2,0.43426502735438166,0.4051213785658307
678,exp_dep,100.0,10.0,3,0.43426502735438166,0.3912946262447732
679,exp_dep,100.0,10.0,4,0.43426502735438166,0.46883676585956807
680,exp_dep,500.0,1e-06,0,0.5441288598190368,0.4184943236421636
681,exp_dep,500.0,1e-06,1,0.5441288598190368,0.7758393108637117
682,exp_dep,500.0,1e-06,2,0.5441288598190368,0.5597387698183022
683,exp_dep,500.0,1e-06,3,0.5441288598190368,0.4931071320341053
684,exp_dep,500.0,1e-06,4,0.5441288598190368,0.47346476273690113
685,exp_dep,500.0,1e-05,0,0.4714782859086869,0.6838554534394171
686,exp_dep,500.0,1e-05,1,0.4714782859086869,0.425130436592632
687,exp_dep,500.0,1e-05,2,0.4714782859086869,0.49135094445265814
688,exp_dep,500.0,1e-05,3,0.4714782859086869,0.337687793116753
689,exp_dep,500.0,1e-05,4,0.4714782859086869,0.4193668019419741
690,exp_dep,500.0,0.0001,0,0.42163962797893434,0.39127026621419664
691,exp_dep,500.0,0.0001,1,0.42163962797893434,0.42009936927029295
692,exp_dep,500.0,0.0001,2,0.42163962797893434,0.4875251892033901
693,exp_dep,500.0,0.0001,3,0.42163962797893434,0.4908679481284293
694,exp_dep,500.0,0.0001,4,0.42163962797893434,0.3184353670783624
695,exp_dep,500.0,0.001,0,0.4476866989983125,0.4905022838025521
696,exp_dep,500.0,0.001,1,0.4476866989983125,0.44403625092256616
697,exp_dep,500.0,0.001,2,0.4476866989983125,0.4667915809228089
698,exp_dep,500.0,0.001,3,0.4476866989983125,0.3148134292942249
699,exp_dep,500.0,0.001,4,0.4476866989983125,0.5222899500494106
700,exp_dep,500.0,0.01,0,0.4056404470633296,0.5430358056109066
701,exp_dep,500.0,0.01,1,0.4056404470633296,0.4080602215307379
702,exp_dep,500.0,0.01,2,0.4056404470633296,0.38655164931897956
703,exp_dep,500.0,0.01,3,0.4056404470633296,0.3705911909701512
704,exp_dep,500.0,0.01,4,0.4056404470633296,0.3199633678858726
705,exp_dep,500.0,0.1,0,0.4101022624120597,0.42916543881701497
706,exp_dep,500.0,0.1,1,0.4101022624120597,0.3165357618878373
707,exp_dep,500.0,0.1,2,0.4101022624120597,0.49469684364245137
708,exp_dep,500.0,0.1,3,0.4101022624120597,0.3815265091064448
709,exp_dep,500.0,0.1,4,0.4101022624120597,0.4285867586065503
710,exp_dep,500.0,1.0,0,0.3375887881763243,0.34717446074336455
711,exp_dep,500.0,1.0,1,0.3375887881763243,0.43311970466474936
712,exp_dep,500.0,1.0,2,0.3375887881763243,0.3408907192728942
713,exp_dep,500.0,1.0,3,0.3375887881763243,0.30044977457651934
714,exp_dep,500.0,1.0,4,0.3375887881763243,0.2663092816240939
715,exp_dep,500.0,10.0,0,0.40527666759493186,0.4029039391915187
716,exp_dep,500.0,10.0,1,0.40527666759493186,0.37316939037062824
717,exp_dep,500.0,10.0,2,0.40527666759493186,0.4848243539420382
718,exp_dep,500.0,10.0,3,0.40527666759493186,0.2970940571456378
719,exp_dep,500.0,10.0,4,0.40527666759493186,0.46839159732483665
720,exp_dep,1000.0,1e-06,0,0.5134467637119176,0.36853263589821533
721,exp_dep,1000.0,1e-06,1,0.5134467637119176,0.6566946679977358
722,exp_dep,1000.0,1e-06,2,0.5134467637119176,0.4793433403121495
723,exp_dep,1000.0,1e-06,3,0.5134467637119176,0.5623288082245217
724,exp_dep,1000.0,1e-06,4,0.5134467637119176,0.5003343661269657
725,exp_dep,1000.0,1e-05,0,0.48021935059023163,0.5999413148667515
726,exp_dep,1000.0,1e-05,1,0.48021935059023163,0.44098707623156275
727,exp_dep,1000.0,1e-05,2,0.48021935059023163,0.4922800018054616
728,exp_dep,1000.0,1e-05,3,0.48021935059023163,0.39020699165589595
729,exp_dep,1000.0,1e-05,4,0.48021935059023163,0.4776813683914862
730,exp_dep,1000.0,0.0001,0,0.33517398419889144,0.44663453457131064
731,exp_dep,1000.0,0.0001,1,0.33517398419889144,0.3908090054275669
732,exp_dep,1000.0,0.0001,2,0.33517398419889144,0.2434725625285278
733,exp_dep,1000.0,0.0001,3,0.33517398419889144,0.1819256455227292
734,exp_dep,1000.0,0.0001,4,0.33517398419889144,0.41302817294432265
735,exp_dep,1000.0,0.001,0,0.42530815079558126,0.46138253962728915
736,exp_dep,1000.0,0.001,1,0.42530815079558126,0.488478721261141
737,exp_dep,1000.0,0.001,2,0.42530815079558126,0.30677675417737404
738,exp_dep,1000.0,0.001,3,0.42530815079558126,0.3542483265648841
739,exp_dep,1000.0,0.001,4,0.42530815079558126,0.5156544123472178
740,exp_dep,1000.0,0.01,0,0.4014811119478255,0.4909168840163599
741,exp_dep,1000.0,0.01,1,0.4014811119478255,0.3857281211706377
742,exp_dep,1000.0,0.01,2,0.4014811119478255,0.4085563847235305
743,exp_dep,1000.0,0.01,3,0.4014811119478255,0.42566101611658846
744,exp_dep,1000.0,0.01,4,0.4014811119478255,0.29654315371201095
745,exp_dep,1000.0,0.1,0,0.3729351728929613,0.2768441237406156
746,exp_dep,1000.0,0.1,1,0.3729351728929613,0.4368222646488516
747,exp_dep,1000.0,0.1,2,0.3729351728929613,0.5229018460336071
748,exp_dep,1000.0,0.1,3,0.3729351728929613,0.34248781618574314
749,exp_dep,1000.0,0.1,4,0.3729351728929613,0.2856198138559888
750,exp_dep,1000.0,1.0,0,0.3780976433199102,0.4317870162509997
751,exp_dep,1000.0,1.0,1,0.3780976433199102,0.3815726387267656
