,iter,acc_pl,acc_prob
0,0,0.29087894337454345,0.27022277706687026
1,1,0.26770768018228736,0.21981477036677446
2,2,0.24594800958718463,0.20084468761579657
3,3,0.2245361390402301,0.18867473935412707
4,4,0.20387101345589914,0.1840939581633379
5,5,0.18719861028331178,0.17867603721003397
6,6,0.17255761251746835,0.17233088277701866
7,7,0.15999597290870657,0.17140333864310503
8,8,0.1493779190442218,0.16959653423952284
9,9,0.13995461710103868,0.15397371907555082
10,10,0.1324221432180895,0.15166368248304352
11,11,0.1271682963392454,0.1521513202420597
12,12,0.12232764491680874,0.1487466169032505
13,13,0.1173652590482955,0.14196536890105235
14,14,0.1135864051152889,0.14718846817206854
15,15,0.11014875706113583,0.15680077303428622
16,16,0.10728876782061145,0.1624646214339383
17,17,0.1042788239508292,0.16214116327506958
18,18,0.10147725458423491,0.16037756510597323
19,19,0.0994704795136746,0.1697540927634622
20,20,0.09738673380436452,0.1568871789794665
21,21,0.0952904361656676,0.16937130545776097
22,22,0.09454924995327668,0.16918328839247865
23,23,0.09338440113770445,0.1684885512105626
24,24,0.09029538572071424,0.17013617960439759
25,25,0.08935903269046275,0.17067780324724213
26,26,0.08840000834344551,0.1620327988426087
27,27,0.0872954371244165,0.16403798128798505
28,28,0.0865071588530799,0.1689852339618625
29,29,0.08507993493638598,0.17254974963429667
30,30,0.08384091602203082,0.17841589020734977
31,31,0.08279266244165161,0.17663664006422458
32,32,0.08239758582056532,0.17361451661191848
33,33,0.0816195942572886,0.17620741318130131
34,34,0.08045605813648207,0.17223953952850346
35,35,0.07951593763394725,0.17835214950450018
36,36,0.07866329350934666,0.18313425431839622
37,37,0.07869148966379763,0.1842651915863909
38,38,0.07815935500995615,0.190389465019422
39,39,0.07763175860368128,0.18356168170976522
40,40,0.07654300984872568,0.18908538427095276
41,41,0.07543267625462607,0.18494387657951772
42,42,0.07461209236455063,0.18575225977749948
43,43,0.07419092949382965,0.1893255054581098
44,44,0.07366602187193247,0.18522191675961835
45,45,0.07354719847793248,0.18977799397044298
46,46,0.0726315794387171,0.18811260159837526
47,47,0.07185283933226087,0.18539507786817222
48,48,0.07277741241284229,0.18482511696219017
49,49,0.07168951975903806,0.18742472738998806
50,50,0.07073394475196453,0.1872162480673857
51,51,0.0702826982225731,0.17917693856369946
52,52,0.0704118352942112,0.1785448417607908
53,53,0.06988743704778443,0.18542791051560226
54,54,0.06930853886190366,0.18675741409313726
55,55,0.06894368251982477,0.1862254135180902
56,56,0.06842203511799887,0.1902306501731364
57,57,0.06746853699174991,0.20368432765158592
58,58,0.06770760459301785,0.2068599561593742
59,59,0.06686387424043091,0.19908591235213743
60,60,0.06669463551394968,0.19809127958347608
61,61,0.06597549295415447,0.20097794976213
62,62,0.06518538056954236,0.20588498733629093
63,63,0.06504466051907368,0.21398221419126237
64,64,0.06477185035840484,0.2162947306809842
65,65,0.06378567758109417,0.21313617589560188
66,66,0.06322425749257968,0.21458172609519338
67,67,0.06351143245110509,0.21108113148139906
68,68,0.06274595582075834,0.2177817412044051
69,69,0.062315181476668015,0.20974171141340203
70,70,0.061937088666715066,0.20102481540876696
71,71,0.06058099038968949,0.19771682537928523
72,72,0.06057616153059671,0.19460305864854918
73,73,0.06059787572514343,0.19146353166963442
74,74,0.0604197195147035,0.1883118429557757
75,75,0.06021459290882339,0.20064575672753843
76,76,0.06034217559312551,0.20498749820841278
77,77,0.059547135659339,0.2138631498675064
78,78,0.0591875046826865,0.2129286516629262
79,79,0.05903998912122844,0.21949554798038645
80,80,0.05911578140467063,0.21562888113241235
81,81,0.05867126078174209,0.2239875749879303
82,82,0.05766053887826087,0.22240440430099878
83,83,0.057610857924408856,0.22764442895161824
84,84,0.05718873843630396,0.23074283556413241
85,85,0.05698451499334842,0.24161529889835284
86,86,0.0566809285358919,0.24638443716626204
87,87,0.05694628688031704,0.25098318088407967
88,88,0.056168533841356276,0.2528313019312144
89,89,0.055937865853981535,0.25480836179711236
90,90,0.05643285553980847,0.24636364352829643
91,91,0.056172254562492065,0.24119301285366704
92,92,0.05561879034146386,0.24747544160211107
93,93,0.05535187359327195,0.24456740922120762
94,94,0.055315218068859036,0.24801812708871385
95,95,0.05435166158316867,0.2492283862527725
96,96,0.05461219825198221,0.24761238352136555
97,97,0.05448512985998498,0.2573692554362605
98,98,0.05424108477954599,0.2551559497199724
99,99,0.054128004278299155,0.25413552363096753
100,100,0.054378901011890295,0.2624746511380475
101,101,0.05402403996801098,0.2600332479958834
102,102,0.05331474800173258,0.26071823241414005
103,103,0.05334475380058644,0.26153233302755463
104,104,0.05330101082375396,0.2557210755341778
105,105,0.053471707266658335,0.2725375854601147
106,106,0.053451585129267565,0.27283862308923723
107,107,0.053134179320009606,0.2758639295979011
108,108,0.052721421792667734,0.2754817685721052
109,109,0.05249974370782296,0.2631922491793813
110,110,0.052069918182641096,0.26085420984862595
111,111,0.05188008339449396,0.25437662545102235
112,112,0.05188043546805659,0.25486416161583725
113,113,0.051461899279531056,0.2565371438804495
114,114,0.05123445278744495,0.26086770835852546
115,115,0.05036691394795414,0.2565119364662249
116,116,0.05004759705241866,0.26176532522166185
117,117,0.050578591286194075,0.26152823798851005
118,118,0.05044660522897414,0.2582300150020453
119,119,0.04970441020417088,0.255343488925214
120,120,0.04974653251983761,0.257542164198792
121,121,0.04926055085296733,0.25704795636632416
122,122,0.049807457379396285,0.25366618298217386
123,123,0.049671644891226295,0.2538206256485154
124,124,0.04961780229743863,0.2503012839628634
125,125,0.04884499579198298,0.2588347738376714
