,iter,sample,acc_prob,acc_pl,acc_mhs,acc_mhgs
0,0,0,1.7017713876129914,0.9352061435522717,0.9352061435522719,0.67573344897217
1,0,1,1.5733324719684227,0.726086171237731,0.7231841777091405,0.6023001498865875
2,0,2,1.553147753999311,1.1351048609007754,1.1303953472105241,0.7896606309841938
3,1,0,0.5475318180373209,0.5826568050497569,0.9295888715567064,0.446465631750965
4,1,1,0.546164724896858,0.44429732548933865,0.7231841777091405,0.36432985176081084
5,1,2,0.5483499001491432,0.6329898735662035,1.1303953472105241,0.3816004032467792
6,2,0,0.544108354961125,0.5273329131366191,0.9269101944351047,0.3269687201593707
7,2,1,0.5310194593380211,0.34734696691261624,0.7228377595917075,0.27253420981461324
8,2,2,0.5110845377733866,0.5879961707851385,1.1303953472105241,0.24497482564195655
9,3,0,0.5287508648620494,0.46420477253287723,0.9269101944351047,0.2723031402280282
10,3,1,0.5265932222683622,0.26678920792802646,0.7204459915814702,0.21989937907288848
11,3,2,0.500617860532899,0.5409126694478839,1.126799969425056,0.23189790131868696
12,4,0,0.524474518379637,0.39440686879819736,0.9269101944351047,0.21421711662926343
13,4,1,0.5553392219486685,0.2012559714449474,0.7204459915814702,0.16550357489509027
14,4,2,0.4954417320506409,0.4945776513814974,1.1239875794394474,0.19030825296340928
15,5,0,0.5224378391701188,0.3203321530019526,0.9269101944351047,0.1767916472772394
16,5,1,0.5554756862779316,0.14790172471844065,0.7204459915814702,0.1717363746870403
17,5,2,0.4800960802309831,0.45437116169865244,1.1242034981024696,0.16270841924775595
18,6,0,0.4813984764448867,0.24888966117395067,0.9269101944351047,0.1644857714466088
19,6,1,0.5508045435779754,0.108287050678352,0.7204459915814702,0.17346515178541563
20,6,2,0.4777022275706784,0.416422468782662,1.1190791903353694,0.1608310210315717
21,7,0,0.4692015133927722,0.18801080485346994,0.9254025634956369,0.14611980358413731
22,7,1,0.4968568913555168,0.07971445408734151,0.7189300779560961,0.20770563938240033
23,7,2,0.47738321976831705,0.38850360773475,1.1124666931129588,0.1446998036835899
24,8,0,0.45761214944447526,0.13404752276268164,0.9254025634956369,0.1376020897186927
25,8,1,0.4739680228641092,0.059708088101659444,0.7204959909091665,0.2154722876674396
26,8,2,0.4682340730270476,0.3578550244641248,1.1056205233380927,0.1590365378577138
27,9,0,0.4495854146657576,0.09473936102257602,0.9203663275972802,0.15138627719493852
28,9,1,0.46168145134103944,0.04510410929733721,0.7204959909091665,0.17949201674326887
29,9,2,0.45989358179025497,0.3272479174690877,1.1056370236412394,0.13375905179933703
30,10,0,0.4453697283846499,0.06741898636839448,0.9194653666554873,0.11497840436026478
31,10,1,0.4562314506678051,0.035209765928738035,0.7204959909091665,0.16181266919193857
32,10,2,0.44470498841802863,0.2954260025868926,1.1010548282642125,0.1417545804277898
33,11,0,0.4310307904390291,0.048830927504255335,0.918612224971438,0.09890875021308183
34,11,1,0.4537118421830171,0.028229297769826196,0.7193287203999417,0.19090298096444921
35,11,2,0.43245237491083816,0.2599976277150443,1.1010548282642125,0.11474886534367497
36,12,0,0.4351478890971664,0.03693198123442608,0.918612224971438,0.10545745726951257
37,12,1,0.4528054403443318,0.022668889415220436,0.7193287203999417,0.2033645311478787
38,12,2,0.4283679585492759,0.22168660379725288,1.1010548282642125,0.11221393122980577
39,13,0,0.4328112585291755,0.02846423458076358,0.9172410204653585,0.08313045467260781
40,13,1,0.4433046140091141,0.018339250206672236,0.7193755704875967,0.2069319465950516
41,13,2,0.41367201695490285,0.1816893010010794,1.0980657799888052,0.10916572985546713
42,14,0,0.425365748287954,0.022351794950978037,0.9148065303134622,0.1095974679592143
43,14,1,0.4445330439750436,0.01459159284882857,0.7214530802863981,0.19744640113043793
44,14,2,0.3953677787186208,0.1463415324200093,1.0978014271452718,0.10170385032418021
45,15,0,0.4209754764762413,0.01739251802811045,0.9148065303134622,0.09147058857941684
46,15,1,0.437148848992496,0.012067899224601423,0.7217015822693799,0.21137951418881806
47,15,2,0.3894808683965409,0.11415391270394061,1.095129868995111,0.10666871680875022
48,16,0,0.4166638599445827,0.013885598852223225,0.9156252368124104,0.09051829670889432
49,16,1,0.44152988648498015,0.010237246849405853,0.7217015822693799,0.19424062724338212
50,16,2,0.3750396819922232,0.08849746779420223,1.0913668212564769,0.08113208583334121
51,17,0,0.42903218732555787,0.011751247506840742,0.9142401362063153,0.0992321302157689
52,17,1,0.4444157957980935,0.008838898816692805,0.7217015822693799,0.20569544887806224
53,17,2,0.370399666256376,0.06777309073886985,1.0835707531584766,0.08560129733258849
54,18,0,0.4381514711605591,0.009576095471143253,0.9144504174860423,0.09524109127526303
55,18,1,0.43888230508625903,0.007408777363290691,0.7191906401013775,0.2118370723326331
56,18,2,0.36123884897739217,0.052322783422611555,1.0786173714968659,0.08826251872054143
57,19,0,0.4363971760600076,0.007949903279032064,0.9144504174860423,0.08104436716680154
58,19,1,0.43547755169162705,0.006431081007692784,0.7202604610920638,0.2373993926103856
59,19,2,0.374937068347887,0.04060684355817849,1.0786173714968659,0.07951343041448113
60,20,0,0.4276692521344652,0.006691240499291856,0.9144504174860423,0.11193139030544676
61,20,1,0.4352372099733133,0.005510169435129113,0.7172896021786345,0.23690642148573884
62,20,2,0.35567516274015426,0.031497164930294044,1.0786173714968659,0.07199451477896755
63,21,0,0.41370471740389064,0.0056764913218365215,0.9136443083578061,0.11175708190926423
64,21,1,0.42656756828740233,0.00477288773353955,0.7159649816600641,0.2156339211907823
65,21,2,0.3527874195307187,0.02480639569027124,1.0786173714968659,0.0668506219323983
66,22,0,0.41134395089009024,0.005054070984034074,0.9121681593107037,0.11606394229899339
67,22,1,0.42676483178773245,0.004162851532969405,0.7131398800397679,0.2143252299547241
68,22,2,0.3438026076747917,0.019961240442304767,1.0786173714968659,0.055514370096059605
69,23,0,0.4029869617944993,0.004373767634057548,0.9117272362946376,0.1267218378404711
70,23,1,0.42931241609076665,0.0038510932491537505,0.7131398800397679,0.20322940069270995
71,23,2,0.34442971171141096,0.015560020494009506,1.0745783508472853,0.05542435719620751
72,24,0,0.40575039099242866,0.0038791618307509055,0.9101603602376239,0.13042763754989492
73,24,1,0.42201181630002255,0.0034105369291923316,0.7131398800397679,0.19208854284550647
74,24,2,0.34092458416920923,0.012671852053061572,1.0745783508472853,0.06329501826755192
75,25,0,0.40482381900528963,0.003319467760421816,0.9101603602376239,0.13078877207327536
76,25,1,0.41110977795622927,0.0031302912587379043,0.7131398800397679,0.19620068531666524
77,25,2,0.3380721657536413,0.010786867672603895,1.0742962509464544,0.07125481303470989
78,26,0,0.4004727459015816,0.003022503170321048,0.9101603602376239,0.11609593680305479
