1e-06,10,2,0.00161133569701579
1e-06,10,3,0.00165678694821091
1e-06,10,4,-1
1e-06,10,5,0.00162364440309364
1e-06,100,2,0.00159614212267706
1e-06,100,3,0.00160832068712656
1e-06,100,4,-1
1e-06,100,5,0.00159870093455109
1e-06,1000,2,0.00159490374906115
1e-06,1000,3,0.00159835849206468
1e-06,1000,4,-1
1e-06,1000,5,0.00160740150653555
0.001,10,2,0.00161133504413108
0.001,10,3,0.00165664136403213
0.001,10,4,0.00160133534709927
0.001,10,5,0.00162258981204111
0.001,100,2,0.00159614162566018
0.001,100,3,0.00160695464950264
0.001,100,4,0.00159336898516183
0.001,100,5,0.00159905257044305
0.001,1000,2,0.00159490333918009
0.001,1000,3,0.00159658994808717
0.001,1000,4,0.00161907092362366
0.001,1000,5,0.00160696341065188
0.1,10,2,0.00161100484298325
0.1,10,3,0.00165161788393317
0.1,10,4,0.00161464909202255
0.1,10,5,0.00161305783695008
0.1,100,2,0.00159588126378386
0.1,100,3,0.00160589545355819
0.1,100,4,0.00159802741564433
0.1,100,5,0.00159847920281059
0.1,1000,2,0.00159465015623963
0.1,1000,3,0.00159764527674838
0.1,1000,4,0.00159601753421088
0.1,1000,5,0.00159637277016283
1,10,2,0.00160197760932922
1,10,3,0.00259152785027926
1,10,4,0.0032753707727461
1,10,5,0.00346228181010885
1,100,2,0.00158864628802724
1,100,3,0.00271946846123536
1,100,4,0.00346467017844057
1,100,5,0.00381264376574495
1,1000,2,0.00158760469483359
1,1000,3,0.00272701344761698
1,1000,4,0.00348711022199564
1,1000,5,0.00387037497678632
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
0,0,0,0
