,iter,sample,acc_prob,acc_pl,acc_mhgs
86,28,2,0.3829014786035884,0.0037318415480584576,0.5217380230065221
87,29,0,0.3885814208394767,0.002963312098402937,0.6770883486550975
88,29,1,0.3023689268597612,0.002406510370779235,0.44553920673149255
89,29,2,0.3803635602194642,0.0036501457196285816,0.5143546311266931
90,30,0,0.38850355946726256,0.0027402010364519593,0.6711582153247649
91,30,1,0.30225790166636923,0.002097856482396346,0.43873217129567776
92,30,2,0.37701257689547657,0.0032859610135563665,0.5076547409242387
93,31,0,0.3871932013725817,0.002605562874690349,0.6622634954735964
94,31,1,0.2934543696608087,0.002026844487399082,0.4397619412634725
95,31,2,0.370860887371583,0.0030952420846597356,0.5176177004096094
96,32,0,0.38914996490000947,0.002506997637105076,0.6636791697253431
97,32,1,0.2933599759178939,0.002027730845005081,0.43748818734365286
98,32,2,0.37372890651629687,0.0029693012815995975,0.512285564875883
99,33,0,0.39380482625077967,0.0023120778255574666,0.677190700690352
100,33,1,0.2893937206251952,0.0017811667205723666,0.43751057651003583
101,33,2,0.37036452133696024,0.002840098930397389,0.5106342640829035
102,34,0,0.3913133711207475,0.0021583590249053264,0.6778228303164566
103,34,1,0.289569299170664,0.0016470573960737749,0.43638003715681
104,34,2,0.36248499930772515,0.0025096192928959252,0.5064977760172127
105,35,0,0.3840800199857289,0.0022399478016505,0.667998187139212
106,35,1,0.28617968780684844,0.0014729382805158278,0.43026002760041276
107,35,2,0.3597105328692974,0.002427026999419584,0.5050968495910861
108,36,0,0.38269348189549895,0.0021498293055338766,0.6654476513326325
109,36,1,0.28460554138043664,0.001374118072786211,0.4258200375244112
110,36,2,0.35836602513330257,0.0024148937178075096,0.5089736603263684
111,37,0,0.37987514538103856,0.002109350634931126,0.6716819812890897
112,37,1,0.2829122355964386,0.0013971750025730772,0.43033845480833355
113,37,2,0.35447964746507515,0.0022801783768699414,0.5089417238579951
114,38,0,0.38165622600826643,0.001854813448574299,0.6755908716096783
115,38,1,0.2854324640998063,0.0013700695786325468,0.4221350286381575
116,38,2,0.35304029722354796,0.0022573997444438063,0.5024726549817233
117,39,0,0.3818947967715009,0.0018398607820542632,0.6808064133889901
118,39,1,0.28314754446247953,0.001403671011314579,0.4102716474923841
119,39,2,0.35047357078726815,0.002193470648700655,0.4921032193306652
120,40,0,0.38171186366099985,0.0017429598630411558,0.6684345573387774
121,40,1,0.2826245690056706,0.0014439382278891837,0.4093595849026447
122,40,2,0.3473695143832211,0.00239557816085747,0.4900231785224379
123,41,0,0.37967751311741244,0.0015936832371443639,0.6639712259508229
124,41,1,0.2806432980937167,0.0013680946253762836,0.42058322158444017
125,41,2,0.34460065688241404,0.0024613524455521785,0.4892493523787633
126,42,0,0.3691234106796464,0.0015399684510794503,0.6650438990796969
127,42,1,0.28031137502887127,0.0014010070163791165,0.41083930851465195
128,42,2,0.33968368037379254,0.00222566965506525,0.49334360564364915
129,43,0,0.36550401693870427,0.0015550280878096634,0.6623914858552107
130,43,1,0.27399670001765386,0.0014312403860974713,0.4129742752986526
131,43,2,0.3349912101661667,0.002234208112354637,0.4887216625159731
132,44,0,0.34858751209375755,0.001495487136082336,0.6580546812838459
133,44,1,0.274833730548223,0.0013495812274284744,0.40935340840970874
134,44,2,0.335059253753832,0.0023864872271374803,0.49081526611688525
135,45,0,0.34615262290310367,0.001621666449282955,0.6558868822147845
136,45,1,0.27282398993093177,0.0013353908015475598,0.41316293118447994
137,45,2,0.3267427331772263,0.0023911069956754523,0.48051621982239384
138,46,0,0.3436773256094609,0.0016540855899853581,0.6468270348881306
139,46,1,0.2605814074850081,0.0013816783128449699,0.4045524137351094
140,46,2,0.32382805107836893,0.0023004762735015774,0.47346225804354886
141,47,0,0.33761753848147036,0.00162635558688446,0.6542343542538405
142,47,1,0.2611437704688174,0.0012567073239122635,0.41147832199149803
143,47,2,0.3195772371386442,0.0022937473848422,0.4739874216051468
144,48,0,0.338367656710272,0.001771468254168904,0.6478967532582417
145,48,1,0.256461827935765,0.001476414970555671,0.405434607404312
146,48,2,0.32114126703311296,0.0022319169466683358,0.47999642564120054
147,49,0,0.33460654281259145,0.0016988309494365614,0.6460020855364068
148,49,1,0.2533304159867728,0.0015982322581539247,0.40334558974254286
149,49,2,0.31751678771017117,0.002012960997276891,0.46967068840168763
150,50,0,0.327062328046579,0.0016205613704929611,0.6563740352670331
151,50,1,0.25561913591546787,0.0015367218073665525,0.3916248537731334
152,50,2,0.3158211146682815,0.0019740905418663777,0.4834513899495511
153,51,0,0.32223728524211165,0.0014557742620622794,0.6408436301609514
154,51,1,0.2522687222302064,0.001559058652781548,0.3912602341721578
155,51,2,0.3139386614380213,0.001964487774284995,0.47297484557339514
156,52,0,0.3205429925428117,0.0014663602501213727,0.6361519530366851
157,52,1,0.2466982204504009,0.0014531821837464576,0.3890466280594282
158,52,2,0.31274699932628386,0.0017420973764118164,0.46942553126979886
159,53,0,0.31427689496415767,0.0013049848463589713,0.6368422637931267
160,53,1,0.24882395671913218,0.0014358989549008816,0.3904362141302151
161,53,2,0.3119388499425299,0.001821726088751388,0.4591939613632351
162,54,0,0.3146000646298274,0.0015607550993577879,0.6324902515910116
163,54,1,0.2477097688768302,0.001551682185015889,0.4063038647752013
164,54,2,0.3123079545235256,0.0017624171034271365,0.4550819858850212
165,55,0,0.31564043392194824,0.001533151964058855,0.6250885649654403
166,55,1,0.24564870371553701,0.0016303825689346233,0.40754841034571776
167,55,2,0.3081148598463886,0.0016938870779740552,0.4550317904604983
168,56,0,0.3121196359276381,0.0015267248546149141,0.6214612959058016
169,56,1,0.2378588225607166,0.0015597528956533173,0.4033581628175591
170,56,2,0.3051272923921452,0.0017223278068226682,0.4506244165959012
171,57,0,0.30787692549616696,0.001468251535509607,0.6129513608020847
172,57,1,0.23640664211920376,0.0014775582405058994,0.4029181635890313
173,57,2,0.3062529180180617,0.0018664820933587908,0.45570090631640137
174,58,0,0.305236396815162,0.0014656525417867975,0.6109722774542183
175,58,1,0.23119944968034836,0.0013986538225149866,0.40385763280468995
176,58,2,0.30769860922799613,0.001841583586237723,0.4478989400768697
177,59,0,0.30472542489569476,0.0015035564619630738,0.5987453595148416
178,59,1,0.22675132648260835,0.001343073101881284,0.4038296033841769
179,59,2,0.3032808525454966,0.0018076780569333546,0.45583038162754586
180,60,0,0.30434283468018786,0.0016115472013459443,0.597670069836575
181,60,1,0.2235488973576744,0.0013346488781829824,0.40874962169831297
182,60,2,0.29880690696379286,0.001700983403502057,0.4375517987690993
183,61,0,0.30907558518540706,0.0017648223642303573,0.6029565868571513
184,61,1,0.22247131403478804,0.0012767295619427702,0.40359930417049267
185,61,2,0.29432795270613626,0.0015415385425704517,0.43807676695146625
186,62,0,0.30972100636153155,0.001745362712805796,0.5990636382121685
187,62,1,0.22228290234391485,0.0013436090230057342,0.40469271512229477
188,62,2,0.2959576573519726,0.0014409669270166044,0.4395324665588257
189,63,0,0.3077751019388135,0.0018283358919104148,0.5985467281560122
190,63,1,0.21693814414545304,0.0012562598360176553,0.3976840397647595
191,63,2,0.2920733159401478,0.0015294760726740195,0.4514668548123147
192,64,0,0.3051457334765451,0.0017866943031696514,0.5977927781604374
193,64,1,0.21164346857703956,0.001316758764554349,0.3941257050573681
194,64,2,0.29320887408891405,0.00166616354912123,0.44714155009575984
195,65,0,0.29798282750762217,0.0017870535376868877,0.5947927123922518
196,65,1,0.2100259896166045,0.0012470567058639672,0.38558980292440703
197,65,2,0.2936329267941754,0.0017065156701756795,0.447462491660932
198,66,0,0.298489886710311,0.0018906204375070805,0.5925294508642455
199,66,1,0.2117886229789166,0.0011280801231413821,0.40467115594241304
200,66,2,0.28805537834918243,0.0017742371371590674,0.4453971552614535
201,67,0,0.29974941682370126,0.0018095179723225945,0.5954528715364836
202,67,1,0.21044832284423437,0.0011211678372096095,0.39655975628938683
203,67,2,0.2858248183573101,0.0016130427942459343,0.4392966685963361
204,68,0,0.29899147940345144,0.0016460242559517388,0.5847816476662862
205,68,1,0.201133449165089,0.0010613277014864856,0.3773557508819442
206,68,2,0.2792285093464412,0.0015134432363389913,0.4497151945310567
207,69,0,0.2937289195162392,0.0017241735624633347,0.5840752830807551
208,69,1,0.20118842121472655,0.0010419343071598267,0.38890931163678966
209,69,2,0.27797689596382286,0.001598436655313724,0.4517268639306273
210,70,0,0.28409855732012196,0.0018690807808367214,0.5834334420544205
211,70,1,0.20175938834826643,0.0011470497487277088,0.3950430363035529
212,70,2,0.2779948044279202,0.0017077612016139303,0.4371156750653571
213,71,0,0.28380900253825514,0.0017086604312428868,0.5795719591865978
214,71,1,0.20194734857554128,0.0012008402798089936,0.3875535896804779
215,71,2,0.2800028937046059,0.0016305641169061167,0.4283308646365654
216,72,0,0.28383246556815456,0.0017847547977641615,0.5769308528635
217,72,1,0.19732517618160972,0.0011645823151598723,0.39196756886469075
218,72,2,0.27691396517041045,0.0016652135840451616,0.43432830107734743
219,73,0,0.28004701316085745,0.0018311582323629761,0.5738673891554285
220,73,1,0.196141735788273,0.0012049893092721472,0.3945169072487213
221,73,2,0.28283297189690154,0.0017009005863341262,0.4199529960775602
222,74,0,0.2783681408527045,0.0017866280127784196,0.5702880266554713
223,74,1,0.19672163326815167,0.001179020027756111,0.3855376071461044
224,74,2,0.2829796699012412,0.0015938825920710866,0.4181626902221732
225,75,0,0.2748097241564981,0.0018196381544325112,0.5678861877922616
226,75,1,0.19633886991911867,0.00116538004004475,0.39695695428242106
227,75,2,0.28080833293735724,0.0014795062930495363,0.4160206625138941
228,76,0,0.27934378040468505,0.0018678460761695729,0.5777704028446087
229,76,1,0.19441282428905945,0.0011388835540036898,0.3995080673718995
230,76,2,0.2805506063096101,0.0015046002862768623,0.4186213522512847
231,77,0,0.27362145222811085,0.0017664708662728833,0.5772579514078988
232,77,1,0.19310818270234925,0.0010164026761862895,0.4036444814938171
233,77,2,0.28256158231104805,0.0015679059142634088,0.4196932050403499
234,78,0,0.27205847612602824,0.0018172144386465622,0.5831243026783054
235,78,1,0.19065529341618834,0.0011589063921243795,0.38780209407934463
236,78,2,0.27855172719515703,0.00156088471768622,0.4132949206512722
237,79,0,0.26663697721410745,0.0017546421851699053,0.5779945221836897
238,79,1,0.18926434856449592,0.0011481520152901673,0.384896247537677
239,79,2,0.2728314472374039,0.0015628497358155192,0.4189446077823243
240,80,0,0.26121049643110317,0.001676045325799456,0.5740800923924438
241,80,1,0.19167068084453556,0.00119727134531131,0.36501607219380566
242,80,2,0.27280823739135,0.0016164471298711516,0.4067762789872263
243,81,0,0.2556579062135001,0.0017367676599614134,0.5710884718960286
244,81,1,0.1914020661220865,0.001225294871265522,0.37350543970656297
245,81,2,0.27270901808104525,0.0013217487854826845,0.40024467868837427
246,82,0,0.2571573964139783,0.0016180779813513302,0.5710647126923569
247,82,1,0.18842234549706308,0.0011643863818013463,0.37961106047609977
248,82,2,0.2681925045860052,0.0012803203296902748,0.3994949717065228
249,83,0,0.25718872890113836,0.00165731403933368,0.5725345835395742
250,83,1,0.18716454493175563,0.0011095766832721723,0.37847543877330336
251,83,2,0.26732474942318535,0.001230853198303101,0.39469918008650734
252,84,0,0.25767211221828923,0.0017855723813550493,0.5655959071515932
253,84,1,0.18653000933691768,0.0011816135981351462,0.38001256044262294
254,84,2,0.26348730355258504,0.0013140926808748543,0.39240377407477783
255,85,0,0.2522246315958234,0.001776706874450786,0.5638021677926991
256,85,1,0.18198530517811434,0.0012589129474511627,0.36213310411447636
257,85,2,0.26305162190920983,0.001260799930532245,0.40432120917747855
258,86,0,0.24776396372193682,0.0017402357561969743,0.5669903371309254
259,86,1,0.18236341640763637,0.0013114779558897228,0.356926523365681
260,86,2,0.26906560995560846,0.0013293287957375944,0.40180886468943106
261,87,0,0.24542973101987672,0.001662275275038544,0.5611881359348634
262,87,1,0.1828500714629838,0.001393447800510617,0.3604860819668261
263,87,2,0.2610184802634317,0.0013184035655284846,0.38838975151254485
264,88,0,0.24476353621244068,0.0017577690695580025,0.5634143396193394
265,88,1,0.17627037659529932,0.0014380232052030417,0.3791782923783583
266,88,2,0.25591872312342334,0.0013382624577964479,0.38344013873873306
267,89,0,0.24546039080685514,0.0016737417423873502,0.5607560132895698
268,89,1,0.17405985666891602,0.0014556230492961614,0.3868670175401965
269,89,2,0.25590604602325384,0.0014505407570510789,0.381176121107306
270,90,0,0.24432441322435364,0.0016757512387233144,0.5581604523621392
271,90,1,0.1768432167735775,0.0015820426684627876,0.4030327238862077
272,90,2,0.25217922707600743,0.0015897021640312306,0.3887951711986842
273,91,0,0.24216944612065905,0.0014834220771665317,0.5579420533380478
274,91,1,0.17721433143814264,0.00152464498369705,0.39850773976545467
275,91,2,0.25054039060405153,0.0017355201331775555,0.3845458232425571
276,92,0,0.23973887815007033,0.0014157570679475587,0.5568742443315415
277,92,1,0.17009808553557934,0.0016554664236586524,0.3988862330350155
278,92,2,0.2483993963918103,0.0016178555843771487,0.38439504883372055
279,93,0,0.23644693612743437,0.001345344943811085,0.560038139754313
280,93,1,0.17282821493640294,0.0017034379433276854,0.40934429338022854
281,93,2,0.24633614990814484,0.0015305147837268891,0.4121908700481055
282,94,0,0.23360105289985383,0.0014061380114725438,0.5570734356580928
283,94,1,0.1699740856951643,0.001658496393838795,0.409882527406387
284,94,2,0.2421343972947745,0.0014592291910772864,0.4043587478026731
285,95,0,0.23257264985181775,0.0015081072626279607,0.5575241435053315
286,95,1,0.1649347974439722,0.0015170673827160062,0.39450174133551663
287,95,2,0.23469477823665827,0.0014154585692966511,0.39952110530567786
288,96,0,0.2288552013940379,0.0015210985107422866,0.5558701896700957
289,96,1,0.16118527800237598,0.001549080478471763,0.3808071080245877
290,96,2,0.23423684016618246,0.0013848669387744711,0.40289303321416253
291,97,0,0.22697465168359887,0.00144585016156712,0.5593107911729339
292,97,1,0.1618351865816815,0.001369445783375065,0.3877299298559451
293,97,2,0.23606465176880573,0.0014300464747469997,0.3981941374959275
294,98,0,0.22459035137870156,0.0013619533843469299,0.5584600832445278
295,98,1,0.16110364701173752,0.0013345219003946698,0.39150877341651646
296,98,2,0.23884542966921152,0.0014322155683152444,0.4058609866540084
297,99,0,0.22410901281199644,0.0013126845263297718,0.557729831385701
298,99,1,0.1605339836062547,0.0012514524685849403,0.38896220363771833
299,99,2,0.23868295919088703,0.001414742959877272,0.3879222910315095
300,100,0,0.21472172058700595,0.0013934144096419516,0.5552597344241951
301,100,1,0.15733431460720335,0.0012098332149845228,0.38988509229733825
302,100,2,0.23628604522764793,0.0015444840008072246,0.3754423183186809
303,101,0,0.21475110153217114,0.0015060483592363404,0.5508830709756347
304,101,1,0.15891410699599756,0.0012441842339508808,0.3935116015430848
305,101,2,0.23582703335301441,0.0015107182135012515,0.38505888689789985
306,102,0,0.20753502480610866,0.0014748197216145214,0.5547386241753982
307,102,1,0.15327515381509532,0.0013189392632944944,0.3843555183191887
308,102,2,0.22917133432179496,0.0015748264186910509,0.4004816012545073
309,103,0,0.20606214067140963,0.0015391040333883345,0.5548447150866896
310,103,1,0.15265210889875258,0.0014327322629906134,0.38266926305845994
311,103,2,0.22774482811257946,0.0016332288102889542,0.3927389141581006
312,104,0,0.20717628186459566,0.0015803706048420035,0.5599158376726376
313,104,1,0.1468284418489436,0.001423511082187757,0.3806585656920021
314,104,2,0.2232306011713801,0.0016028549887662376,0.39419943069627816
315,105,0,0.2075216755329617,0.0015646581297905212,0.5588967829837418
316,105,1,0.1488771489738062,0.0013153301554531098,0.37570810910027286
317,105,2,0.219252033030796,0.00153114253889303,0.3998275923388971
318,106,0,0.20452166112379044,0.001577722488294459,0.5641185415194119
319,106,1,0.14871384723810926,0.00144741053370832,0.37722041112980237
320,106,2,0.2164535029447145,0.001543712417200003,0.4079345587054501
321,107,0,0.1996296707656322,0.001569843427485399,0.556877347301326
322,107,1,0.1475850434661422,0.0016192787597777277,0.38330636373204346
323,107,2,0.21383149758411688,0.0014715955296590087,0.3917585202585856
324,108,0,0.19401025869242472,0.001568076307263093,0.554556711264125
325,108,1,0.14474270471479886,0.001604410873304735,0.39027536998574996
326,108,2,0.21304250534950084,0.0015787209095571365,0.38913419212848904
327,109,0,0.18554927743779745,0.001617685040664499,0.5536228133316115
328,109,1,0.1422894464567441,0.0016916603045339428,0.38427798664154783
329,109,2,0.21161655072989108,0.0014133053640261238,0.3988840365538908
330,110,0,0.18571300687499787,0.0015344432012247985,0.546711695887969
331,110,1,0.13857801319084379,0.0015548747097036172,0.36456011130723903
332,110,2,0.20453873225343186,0.0014089610146631902,0.38070810785400394
333,111,0,0.18548401117092408,0.0015186471603401905,0.5528462509901715
334,111,1,0.13497035542166924,0.0015702894638416833,0.369346461860387
335,111,2,0.1977243205046104,0.0014400316343025346,0.3870342399531749
336,112,0,0.18080230901423816,0.0014827358940133486,0.5491680571712144
337,112,1,0.13530620124373555,0.0015433891862379953,0.3640223977840103
338,112,2,0.1992677935861525,0.0013744527138727799,0.3917668313889706
339,113,0,0.1741472744658255,0.0015426803634397766,0.5485346109895944
340,113,1,0.13917070883508761,0.0015444782391322992,0.3592906145121479
341,113,2,0.191879416758435,0.0013014227531990181,0.38609168114964326
342,114,0,0.16819530201852892,0.0015910550813325566,0.5443589542846167
343,114,1,0.13699156963938885,0.0014962655471106737,0.3705603762383395
344,114,2,0.18390169565489897,0.0014029523860454808,0.3845854918216545
345,115,0,0.16826206405799266,0.0016555122242522548,0.5407892733015224
346,115,1,0.13720067660046648,0.0014204599228084059,0.3496183462172868
347,115,2,0.17989520586730542,0.0015262304991007522,0.3968791906955577
348,116,0,0.16817506140573146,0.001728130015269085,0.5410759833113015
349,116,1,0.13644894321904777,0.001572714135329676,0.3557680046270973
350,116,2,0.17883946531853578,0.0014687770232734456,0.38792908942314486
351,117,0,0.1688849935856727,0.0017129906166298964,0.5410517279979331
352,117,1,0.13553179513255828,0.0016269470820536867,0.3417353504394928
353,117,2,0.17627345291022384,0.0015693800789835428,0.3832144813687096
354,118,0,0.16880139025294044,0.001674923936806878,0.53337048446259
355,118,1,0.1341748552380086,0.0016898727172616939,0.3530327741940455
356,118,2,0.17244662661860863,0.0016156561589003647,0.38849142658217434
357,119,0,0.16930338852381477,0.0016652868814358997,0.5296344351865914
358,119,1,0.13058301511538822,0.0017515851075894486,0.3562777386615554
359,119,2,0.17011473189157197,0.0014801232767028894,0.38668030530090364
360,120,0,0.17065998803497132,0.001733522097757363,0.5285253947751863
361,120,1,0.12505515955977098,0.0017709627735348762,0.3574449613974907
362,120,2,0.1722811868352301,0.0014321871972515312,0.3893169623732609
363,121,0,0.17073592408308008,0.0015499319643432195,0.5265769203480904
364,121,1,0.124592671228947,0.0017496010177240088,0.3427821287211761
365,121,2,0.1672090662119896,0.0013601596185102587,0.40065927257920625
366,122,0,0.16886191172690626,0.0015696862689769853,0.5247477369410677
367,122,1,0.12539063477704535,0.0018010302760548536,0.34416749163619453
368,122,2,0.16292835696807131,0.0014219710065204204,0.3877888711292859
369,123,0,0.16382846922146785,0.001507890449651486,0.5247490862578937
370,123,1,0.12175816692758583,0.001780337050370522,0.34838054620839604
371,123,2,0.16402496984565232,0.0014791434982678096,0.385596166278275
372,124,0,0.1625478930639054,0.0014958504731464803,0.5244043632479783
373,124,1,0.1209315994520745,0.0017666309304486213,0.36598777757426804
374,124,2,0.15880120285853666,0.0015119982127112731,0.38670190295180973
375,125,0,0.16057487091579933,0.0014353822268698305,0.5281590277749876
376,125,1,0.11671234931329337,0.0016825207057956217,0.3505309257661268
377,125,2,0.15767495620430158,0.001421774682461364,0.39667333046123565
378,126,0,0.15773483802730423,0.0015048093115825442,0.5356697400213205
379,126,1,0.11681396373752521,0.0018075313082931178,0.33394266419114516
380,126,2,0.15313973295181826,0.0015061109457774322,0.4045795403143089
381,127,0,0.1572586921270052,0.001494656706048586,0.5354236473347508
382,127,1,0.11826314394410493,0.0017456505016987753,0.3310485502362915
383,127,2,0.1502544205307729,0.001356319897040981,0.40228722225822033
384,128,0,0.15845307385978424,0.0013767140857100608,0.5335897779900725
385,128,1,0.11970739219065579,0.0017259715363817634,0.3467067795635516
386,128,2,0.1472158250762206,0.0014256750099628874,0.39897672090927133
387,129,0,0.15564938702994335,0.0013837127565038013,0.5337384933692305
388,129,1,0.11750806849797764,0.001711693922251879,0.347645794126231
389,129,2,0.14616322086436,0.0014171020503579157,0.3905070125418964
390,130,0,0.15550602216094858,0.00149008041862403,0.5325289124248719
391,130,1,0.11543544997000564,0.0016350738526059265,0.33960497122671235
392,130,2,0.14031096146572786,0.001460847221438336,0.3978347050617337
393,131,0,0.15434616921129923,0.001439845306099561,0.531660738827677
394,131,1,0.11307953206365808,0.001614348190620339,0.3198780826292217
395,131,2,0.13994420144428554,0.0015381766785097612,0.4063130909020901
396,132,0,0.15422876326592397,0.001463307078544826,0.53431719262915
397,132,1,0.11249993861780108,0.0016071516465648533,0.31921908091760937
398,132,2,0.14135556982147446,0.0016114694171824422,0.36933156870488343
399,133,0,0.15305434530728987,0.0014167337048646962,0.536116533418944
400,133,1,0.11123516183733947,0.0016686550113967724,0.31173456284000484
401,133,2,0.14203033509752178,0.0016985537496659838,0.3794557076802105
402,134,0,0.14623403720530204,0.0013951387533955395,0.5272213115218978
403,134,1,0.1110395900832951,0.0017913227092225693,0.3194143262241901
404,134,2,0.13796954314225993,0.0017003894475910812,0.3790330337848081
405,135,0,0.13896096977642128,0.0013896370040232826,0.5206294292150424
406,135,1,0.11113289665409061,0.0018486712122431435,0.3295348691845779
407,135,2,0.138889409441045,0.0017242176280026543,0.3819084474006372
408,136,0,0.13836705784030395,0.0013960565927934592,0.5281106673886904
409,136,1,0.11084231186868482,0.0018663301011210094,0.3275063082431241
410,136,2,0.1412795027268797,0.0016451378223847149,0.4028811478744846
411,137,0,0.13554754748571302,0.001392626558132035,0.5246347302147282
412,137,1,0.10859298501266032,0.0016936352981964913,0.3219784436149776
413,137,2,0.13830422837441145,0.0015333838244617607,0.3886035676078278
414,138,0,0.1303169735065636,0.001360380249805095,0.5238205007055861
415,138,1,0.11321832701240739,0.0016516287750549731,0.305902982240622
