1e-06,1e-06,1,-1
1e-06,1e-06,2,-1
1e-06,1e-06,3,-1
1e-06,1e-06,4,-1
1e-06,1e-06,5,-1
1e-06,1e-06,6,-1
1e-06,1e-06,7,-1
1e-06,1e-06,8,-1
1e-06,0.001,1,-1
1e-06,0.001,2,-1
1e-06,0.001,3,-1
1e-06,0.001,4,-1
1e-06,0.001,5,-1
1e-06,0.001,6,-1
1e-06,0.001,7,-1
1e-06,0.001,8,-1
1e-06,0.1,1,0.255661652966882
1e-06,0.1,2,0.00935282167989856
1e-06,0.1,3,0.0223056719753134
1e-06,0.1,4,0.0240710142889819
1e-06,0.1,5,-1
1e-06,0.1,6,0.0567932042742817
1e-06,0.1,7,-1
1e-06,0.1,8,-1
1e-06,1,1,0.250864828842807
1e-06,1,2,0.00168340499491155
1e-06,1,3,0.00202991822212626
1e-06,1,4,0.00217705966029289
1e-06,1,5,-1
1e-06,1,6,0.00263065389846504
1e-06,1,7,-1
1e-06,1,8,-1
1e-06,10,1,0.250857157521307
1e-06,10,2,0.00147460695593709
1e-06,10,3,0.00149170126656963
1e-06,10,4,0.00148671643187946
1e-06,10,5,-1
1e-06,10,6,0.00146101385602632
1e-06,10,7,-1
1e-06,10,8,-1
1e-06,100,1,0.250837032529171
1e-06,100,2,0.00146254259624314
1e-06,100,3,0.0014674977655293
1e-06,100,4,0.00145761948779251
1e-06,100,5,-1
1e-06,100,6,0.00148671201997123
1e-06,100,7,-1
1e-06,100,8,-1
1e-06,1000,1,0.250830155945017
1e-06,1000,2,0.00146127634339547
1e-06,1000,3,0.00158214224072428
1e-06,1000,4,0.00152709741304821
1e-06,1000,5,-1
1e-06,1000,6,-1
1e-06,1000,7,-1
1e-06,1000,8,-1
0.001,1e-06,1,-1
0.001,1e-06,2,-1
0.001,1e-06,3,-1
0.001,1e-06,4,-1
0.001,1e-06,5,-1
0.001,1e-06,6,-1
0.001,1e-06,7,-1
0.001,1e-06,8,-1
0.001,0.001,1,-1
0.001,0.001,2,-1
0.001,0.001,3,-1
0.001,0.001,4,-1
0.001,0.001,5,-1
0.001,0.001,6,-1
0.001,0.001,7,-1
0.001,0.001,8,-1
0.001,0.1,1,0.255661652395499
0.001,0.1,2,0.00935281388661992
0.001,0.1,3,0.022305690152397
0.001,0.1,4,0.0240710254395432
0.001,0.1,5,0.0333918292950763
0.001,0.1,6,0.0567932989715116
0.001,0.1,7,0.0704141521970016
0.001,0.1,8,0.0750917648496977
0.001,1,1,0.250864828820914
0.001,1,2,0.00168340559278149
0.001,1,3,0.0020295958680761
0.001,1,4,0.00217699358141597
0.001,1,5,0.00208526290939807
0.001,1,6,0.00264240940376836
0.001,1,7,0.00308711395585592
0.001,1,8,0.00346513398468833
0.001,10,1,0.250857157621503
0.001,10,2,0.00147460718422455
0.001,10,3,0.0014922493427107
0.001,10,4,0.00148159236981261
0.001,10,5,0.00150222979823331
0.001,10,6,0.00148300153382448
0.001,10,7,0.00147112250944178
0.001,10,8,0.00161806463009526
0.001,100,1,0.250837032669177
0.001,100,2,0.00146254212740958
0.001,100,3,0.0014636851386569
0.001,100,4,0.00145769040692452
0.001,100,5,0.00147340041202866
0.001,100,6,0.00145417146451241
0.001,100,7,0.00148168630918161
0.001,100,8,0.00150806653644207
0.001,1000,1,0.250830156030037
0.001,1000,2,0.00146127640140267
0.001,1000,3,0.0014717276069966
0.001,1000,4,0.00149857157553677
0.001,1000,5,0.00148692310392494
0.001,1000,6,0.00153018702786039
0.001,1000,7,0.00147979460576028
0.001,1000,8,0.00157156497044333
0.1,1e-06,1,-1
0.1,1e-06,2,-1
0.1,1e-06,3,-1
0.1,1e-06,4,-1
0.1,1e-06,5,-1
0.1,1e-06,6,-1
0.1,1e-06,7,-1
0.1,1e-06,8,-1
0.1,0.001,1,-1
0.1,0.001,2,-1
0.1,0.001,3,-1
0.1,0.001,4,-1
0.1,0.001,5,-1
0.1,0.001,6,-1
0.1,0.001,7,-1
0.1,0.001,8,-1
0.1,0.1,1,0.25565874780423
0.1,0.1,2,0.00934642876633152
0.1,0.1,3,0.0223075790755337
0.1,0.1,4,0.0240623807191666
0.1,0.1,5,0.0336566961854244
0.1,0.1,6,0.0567796234988295
0.1,0.1,7,0.0708640591827404
0.1,0.1,8,0.0741963476044949
0.1,1,1,0.250864704252573
0.1,1,2,0.00168259722779397
0.1,1,3,0.00214504011779507
0.1,1,4,0.0023158623034071
0.1,1,5,0.00240196537259675
0.1,1,6,0.00289686338578602
0.1,1,7,0.00334540493490677
0.1,1,8,0.00363672398582582
0.1,10,1,0.250857320624932
0.1,10,2,0.00147439528529262
0.1,10,3,0.00151292813064824
0.1,10,4,0.00150034459999583
0.1,10,5,0.00148463820555268
0.1,10,6,0.0014720351691923
0.1,10,7,0.00146241208829477
0.1,10,8,0.00153474225050136
0.1,100,1,0.250837214838369
0.1,100,2,0.00146240724400547
0.1,100,3,0.0014700482493508
0.1,100,4,0.00146295647790374
0.1,100,5,0.00146893917079523
0.1,100,6,0.00144956444872163
0.1,100,7,0.00145830233896054
0.1,100,8,0.00146337839050089
0.1,1000,1,0.250830339235083
0.1,1000,2,0.00146115415015687
0.1,1000,3,0.00146332361793493
0.1,1000,4,0.00146116148569907
0.1,1000,5,0.00146361239876918
0.1,1000,6,0.0014571306441668
0.1,1000,7,0.00146102528780436
0.1,1000,8,0.00146067229700183
1,1e-06,1,-1
1,1e-06,2,-1
1,1e-06,3,-1
1,1e-06,4,-1
1,1e-06,5,-1
1,1e-06,6,-1
1,1e-06,7,-1
1,1e-06,8,-1
1,0.001,1,-1
1,0.001,2,-1
1,0.001,3,-1
1,0.001,4,-1
1,0.001,5,-1
1,0.001,6,-1
1,0.001,7,-1
1,0.001,8,-1
1,0.1,1,0.255565080980033
1,0.1,2,0.00914901635965516
1,0.1,3,0.0220958508718165
1,0.1,4,0.0238322319105178
1,0.1,5,0.0337566975705498
1,0.1,6,0.0562580327016667
1,0.1,7,0.0704502353937227
1,0.1,8,0.0734322951859311
1,1,1,0.250861296509898
1,1,2,0.00165642808219258
1,1,3,0.00246258700440037
1,1,4,0.0026353678720354
1,1,5,0.00310800016759973
1,1,6,0.00362224341195495
1,1,7,0.00418047974106739
1,1,8,0.00425263435979428
1,10,1,0.250863380547528
1,10,2,0.00146928934617997
1,10,3,0.00213137437008954
1,10,4,0.00226401289564301
1,10,5,0.00235526805373362
1,10,6,0.00235139773423899
1,10,7,0.00237669492054329
1,10,8,0.0024702518771752
1,100,1,0.250843901613979
1,100,2,0.00145970682246631
1,100,3,0.00213970030201717
1,100,4,0.00221588644591595
1,100,5,0.00231419407056952
1,100,6,0.00225797870332565
1,100,7,0.00228803955984024
1,100,8,0.00229799909300833
1,1000,1,0.250837058622095
1,1000,2,0.0014587976757097
1,1000,3,0.00212420540617576
1,1000,4,0.00226469643856019
1,1000,5,0.0022983426867827
1,1000,6,0.00228160473290955
1,1000,7,0.00228165414948264
1,1000,8,0.00228163198821608
10,1e-06,1,-1
10,1e-06,2,-1
10,1e-06,3,-1
10,1e-06,4,-1
10,1e-06,5,-1
10,1e-06,6,-1
10,1e-06,7,-1
10,1e-06,8,-1
10,0.001,1,-1
10,0.001,2,-1
10,0.001,3,-1
10,0.001,4,-1
10,0.001,5,-1
10,0.001,6,-1
10,0.001,7,-1
10,0.001,8,-1
10,0.1,1,0.255518583050146
10,0.1,2,0.00905471925936905
10,0.1,3,0.0219643583778927
10,0.1,4,0.0236892721938077
10,0.1,5,0.0335794502754442
10,0.1,6,0.0560082692448021
10,0.1,7,0.0701828688790043
10,0.1,8,0.0731062942742384
10,1,1,0.250860082666296
10,1,2,0.00164442410408354
10,1,3,0.00246552647065283
10,1,4,0.0026416640405714
10,1,5,0.0031264584057789
10,1,6,0.00363039586524327
10,1,7,0.00418415051813728
10,1,8,0.0042525532704429
10,10,1,0.250866973664656
10,10,2,0.00146789642392662
10,10,3,0.00216389773150115
10,10,4,0.00230697858489819
10,10,5,0.00240644081921609
10,10,6,0.00240467581282862
10,10,7,0.00243326012179903
10,10,8,0.00252683321295822
10,100,1,0.250847808768621
10,100,2,0.00145953455785846
10,100,3,0.00217284860450401
10,100,4,0.00226753636695301
10,100,5,0.00237201188585452
10,100,6,0.00231931708995328
10,100,7,0.00235461042023323
10,100,8,0.00236363150536306
10,1000,1,0.250840981089994
10,1000,2,0.00145880158528174
10,1000,3,0.00215714285486324
10,1000,4,0.00231569756285937
10,1000,5,0.0023579959874314
10,1000,6,0.00234337141057766
10,1000,7,0.00234608224357255
10,1000,8,0.00234811890931979
100,1e-06,1,-1
100,1e-06,2,-1
100,1e-06,3,-1
100,1e-06,4,-1
100,1e-06,5,-1
100,1e-06,6,-1
100,1e-06,7,-1
100,1e-06,8,-1
100,0.001,1,-1
100,0.001,2,-1
100,0.001,3,-1
100,0.001,4,-1
100,0.001,5,-1
100,0.001,6,-1
100,0.001,7,-1
100,0.001,8,-1
100,0.1,1,0.255517888139223
100,0.1,2,0.00905332433997338
100,0.1,3,0.0219623628880101
100,0.1,4,0.0236871005340727
100,0.1,5,0.0335766798291006
100,0.1,6,0.0560044901375293
100,0.1,7,0.0701787505368578
100,0.1,8,0.0731013940632182
100,1,1,0.250860067092532
100,1,2,0.00164425027577093
100,1,3,0.00246548452053622
100,1,4,0.0026416585498575
100,1,5,0.00312655907213279
100,1,6,0.00363034147917373
100,1,7,0.00418398868843493
100,1,8,0.00425236733953349
100,10,1,0.250867030292092
100,10,2,0.00146788157875221
100,10,3,0.0021642338507533
100,10,4,0.00230742855890015
100,10,5,0.00240701413908442
100,10,6,0.00240522545282333
100,10,7,0.00243383925725689
100,10,8,0.00252741274568735
100,100,1,0.250847870086144
100,100,2,0.00145953805305217
100,100,3,0.00217319898161943
100,100,4,0.00226808322068033
100,100,5,0.00237262588386915
100,100,6,0.00231996538146706
100,100,7,0.00235531135820183
100,100,8,0.00236432302370246
100,1000,1,0.250841042630497
100,1000,2,0.00145880773836208
