,iter,acc_pl
0,0,0.4821168375360027
1,1,0.40322692577041597
2,2,0.33281293873305773
3,3,0.26310599612175933
4,4,0.19672513977824607
5,5,0.13684666662960848
6,6,0.0868062549924265
7,7,0.05022603794381871
8,8,0.028099157808125722
9,9,0.01671206415112666
10,10,0.011340771000468344
11,11,0.008710815237473647
12,12,0.007288264444135128
13,13,0.006453366445690681
14,14,0.005882145775787816
15,15,0.005499326519572403
16,16,0.005239570640920557
17,17,0.00501940812912996
18,18,0.004824752398610263
19,19,0.004681889071275898
20,20,0.0045215244761385295
21,21,0.004391909165726721
22,22,0.004309174667446238
23,23,0.004241942165693406
24,24,0.00415995814488236
25,25,0.004091010835700009
26,26,0.00403068959785002
27,27,0.003981286197960424
28,28,0.003942923743866558
29,29,0.0038835238793403994
30,30,0.0038409843252541448
31,31,0.003794911758395009
32,32,0.003758234448914918
33,33,0.0037251763626105425
34,34,0.003684066386814538
35,35,0.0036559266213949714
36,36,0.003661889126404395
37,37,0.0036392868388844517
38,38,0.003619928612155874
39,39,0.003602289683616745
40,40,0.0035979756842952387
41,41,0.003599653583437526
42,42,0.0036093186261231336
43,43,0.0035916909657267905
44,44,0.0035775889135238824
45,45,0.0035738516451859843
46,46,0.0035571900880967382
47,47,0.00356252700053108
48,48,0.0036023301318547606
49,49,0.0035810183716060407
50,50,0.0035715764412678724
51,51,0.0035697759046612377
52,52,0.003585807199985888
53,53,0.003604423621500823
54,54,0.00363103714409056
55,55,0.0036643813342466273
56,56,0.0036633936045156333
57,57,0.003669973352520598
58,58,0.0036756247962936913
59,59,0.003700562360430816
60,60,0.0037033863957946483
61,61,0.003705402300263042
62,62,0.003702869026761882
63,63,0.00374427112990374
64,64,0.003745519367094001
65,65,0.003766860732497742
66,66,0.0037810944822842707
67,67,0.0038072043243986223
68,68,0.003822071434335858
69,69,0.003836145264047364
70,70,0.003862526353281707
71,71,0.0038927519529940264
72,72,0.00388969826869931
73,73,0.0039202190151759395
74,74,0.0039121389199660165
75,75,0.003946329838002547
76,76,0.003955804673716511
77,77,0.003980468721666126
78,78,0.003993803120296799
79,79,0.004025421014179047
80,80,0.004082635462619787
81,81,0.004097975949880262
82,82,0.004114837913055794
83,83,0.0041556666396012345
84,84,0.00416733658330931
85,85,0.004207526652078718
86,86,0.004216879832331522
87,87,0.004218452124970702
88,88,0.004236088969782904
89,89,0.004255489247832581
90,90,0.004268667065486705
91,91,0.004293110120677775
92,92,0.004291784398890028
93,93,0.004310953804793628
94,94,0.004343431557363493
95,95,0.004389721979106816
96,96,0.004425282551247117
97,97,0.004462283807005053
98,98,0.004468163780073635
99,99,0.004496847116809566
100,100,0.004502227740297878
101,101,0.004535492294482413
102,102,0.00456011306763814
103,103,0.004607811618806567
104,104,0.00463706380489367
105,105,0.004650371396645868
106,106,0.004669279702545226
107,107,0.0047030053268407
108,108,0.004719901772528631
109,109,0.004751947318317628
110,110,0.004764168647630147
111,111,0.004786552572459807
112,112,0.004826192746658932
113,113,0.00483960177800184
114,114,0.0048581723007062125
115,115,0.004875851096173992
116,116,0.004882589219707397
117,117,0.004915863381495827
118,118,0.004937560911300531
119,119,0.0049482811756238615
120,120,0.004956886884354209
121,121,0.0049841664735615875
122,122,0.005001302193550584
123,123,0.005014511951697583
124,124,0.0050640342231891315
125,125,0.0050652837250384905
126,126,0.00508794011027655
127,127,0.005103640476666281
128,128,0.005124552623621716
129,129,0.005113449575539004
130,130,0.005147524055999691
131,131,0.005193248856085761
132,132,0.005199378086289448
133,133,0.005231672047080795
134,134,0.005230874890329548
135,135,0.005260369510460096
136,136,0.005274527902198039
137,137,0.005300971654193685
138,138,0.005323820361491801
139,139,0.005354629025709629
140,140,0.005378456601061222
141,141,0.005400517425910218
142,142,0.005413791475446328
143,143,0.005423950077399696
144,144,0.00546073901951002
145,145,0.005466061593186591
146,146,0.0055023941823012165
147,147,0.0054921230719081025
148,148,0.0055035987534694745
149,149,0.005515266710586146
150,150,0.005531150687426668
151,151,0.005559058095092289
152,152,0.005587633536164131
153,153,0.005610651758041179
154,154,0.005640512919485464
155,155,0.005657715228436185
156,156,0.005666866337243395
157,157,0.005714624714694286
158,158,0.005725971548372825
159,159,0.0057334154590284936
160,160,0.005765604030446583
161,161,0.005785973873131257
162,162,0.005804074983109673
163,163,0.0058270495353008175
164,164,0.005819130107571929
165,165,0.005838035072486636
166,166,0.005860227551921249
167,167,0.005892475311327712
168,168,0.005905772665332287
169,169,0.005915442043434375
170,170,0.005954159220285735
171,171,0.005967502582279708
172,172,0.006021799416467727
173,173,0.006036200919882914
174,174,0.0060470425043901285
175,175,0.0060660251169221335
176,176,0.0060919564309703635
177,177,0.006128662300524599
178,178,0.006180486666567319
