,theta,d,samples,acc_prob,acc_pl
470,10.0,8,0,0.003640134855987348,0.0027120330610248575
471,10.0,8,1,0.0019913565505861193,0.0037021219798054885
472,10.0,8,2,0.0017898420951330434,0.0034643272721164927
473,10.0,8,3,0.0017100016665163502,0.0035101867161517405
474,10.0,8,4,0.002663147638037803,0.0026816852095187136
475,10.0,8,5,0.002117073472113846,0.003446629139024889
476,10.0,8,6,0.0024648177380239855,0.0037533853042121808
477,10.0,8,7,0.002096723854944895,0.0030300599455875075
478,10.0,8,8,0.0013581514533012031,0.002295368887340331
479,10.0,8,9,0.0034254893443617157,0.002516350961430611
